Company Name,Digital Maturity Score,Headquaters,Primary Category,Secondary Category,Peak Sales Month,Avg Revenue/Business,Locations Count,Business Type,Annual Revenue,Tech Spend/month,Business Age,Business Model,Revenue Seasonality,Remote-Only Business,Technologies - CMS,Technologies - Analytics and Tracking,Google My Business - Listed,Google My Business - Claimed,Google Reviews,Google Reviews Count,Google Rating,Nextdoor,Nextdoor_Recommendation,Nextdoor_Neighborhood Favorite,Employee Size,Review(s),Ratings,Open Positions,Security Score,Malware,Sensitive Information Security,Caching Enabled,File Compression,Server Response Time,Website CMS,Data Usage,Toll-Free Number,Technologies - Video Calling Platform,Technologies - Email Platform,Technologies - Help Desk,Technologies - Contact Center,Website Page Count,Mobile Friendly,SEO Score,Trust Flow,Local Presence,Domain Age,Social Score,Facebook Business Page,Facebook Likes,Facebook Check-ins,X (Formerly Twitter) Business Account,X (Formerly Twitter) Followers,Posts,YouTube Channel,LinkedIn Company Page,Pinterest Business Account,Pinterest Followers,Pinterest Following,Pinterest Pins,Pinterest Boards,Pinterest Domain Verified,Pinterest Verified Merchant,Instagram Business Account,Instagram Posts,Instagram Followers,Instagram Following,HomeAdvisor - Business Since,HomeAdvisor - Is Claimed,HomeAdvisor - Services Offered,HomeAdvisor - Ratings,HomeAdvisor - Total Reviews Count,Thumbtack - Category,Thumbtack - Years in Business,Thumbtack - Estimated Cost,Thumbtack - Rating,Thumbtack - Review count,Thumbtack - No of Times Hired,Thumbtack - Remote Service,Thumbtack - Discounts,Uber Eats,Uber Eats - Review count,Uber Eats - Rating,Android App,iOS App,Advertising Score,Google Ads Presence,Google AdWords Cost,Google Ads Traffic,Display Ads,Facebook Ads,HomeAdvisor - Advertising,ThumbTack - Advertising,Del-Return Policy,Reservation,Online Ordering,Reviews,Product Count,Average Product Price,Featured Products,Promotions,Coupons,Buying Page,Selling Page,Rentals Page,Menu,Scheduler,Premium Calculator,Inventory Tracking,Finance,WishList,Order Tracking,Get A Quote,Estimate Page,FB Shop,Amazon Seller,Monthly App Spend,Plan,Technologies - Ecommerce Tools,Payments
Perry Scale Company,92,Yes,Scientific Equipment & Supplies,Laboratory Equipment & Supplies,"Nov, Dec",$1556.55k,43,Commercial,-,-,-,B2B,"Fall, Veterans Day, Xmas, Winter",No,WordPress.org,"Google Analytics,Google Analytics 4 (GA4)",Yes,No,-,-,-,No,-,-,1 to 10,-,-,-,50,No,Yes,No,No,279.151s,WordPress.org,Medium,No,YouTube,Not Detected,Not Detected,Not Detected,153,Yes,90,-,Yes,-,100,Yes,85,2,Yes,-,-,Yes,Yes,Yes,-,-,23,14,No,No,Yes,-,-,-,,,,,,,,,,,,,,No,-,-,No,No,46,Yes,<$1K,26,No,No,,,Yes,No,No,Yes,-,-,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,-,-,-,Not Detected,Not Detected
The Chris Schmalz Real Estate Group- Keller Williams Realty East Idaho,92,Yes,Real Estate - Brokers & Agents,Real Estate,"Oct, Nov, Dec",$58122.64k,1,Commercial,-,-,-,B2B & B2C,"Fall, Halloween, Veterans Day, Xmas, Winter",No,,"Google Analytics,Google Analytics 4 (GA4)",Yes,Yes,Yes,85,4.9,No,-,-,-,0,0,0,80,No,Yes,Yes,No,509.997s,Not Detected,Medium,No,Not Detected,Gmail,Not Detected,Not Detected,284,Yes,86,-,Yes,-,100,Yes,"8,113",71,Yes,-,-,Yes,Yes,Yes,-,-,"7,269",39,No,No,Yes,566,490,873,-,-,-,-,-,,,,,,,,,No,-,-,No,No,51,Yes,<$1K,23,No,No,-,,No,No,No,Yes,-,-,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,-,-,-,Not Detected,Not Detected
Hattiesburg Train Depot,92,Yes,Convention & Meeting Facilities,Convention Services,"Jan, Feb, Apr, May, Sep, Oct, Nov",$0.00k,2,Commercial,-,-,-,B2B,"Winter, Valentine, Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,,Google Analytics,Yes,No,Yes,22,4.5,No,-,-,-,0,0,0,80,No,Yes,-,-,-,Not Detected,Medium,No,Not Detected,Gmail,Not Detected,Not Detected,64,Yes,86,26,Yes,"8Y, 5M",100,Yes,"19,516",290,Yes,"1,875",919,Yes,Yes,Yes,-,-,78,5,No,No,Yes,"1,662","7,206","3,116",,,,,,,,,,,,,,No,-,-,No,No,41,Yes,<$1K,8,No,No,,,No,Yes,No,No,-,-,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,-,-,-,Not Detected,Not Detected
Foundation 45 Mitsubishi,92,Yes,Automobile - Dealers,,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,1,Commercial,$2.5M - $5M,-,-,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,,"VinLens,Google Analytics",Yes,Yes,Yes,1439,4.6,No,-,-,11 to 50,-,-,-,80,No,Yes,Yes,No,768.039s,Not Detected,Medium,No,Not Detected,"Outlook, Mimecast",Not Detected,Not Detected,58,Yes,86,5,Yes,"4Y, 11M",100,Yes,"2,914","2,666",Yes,272,"6,074",Yes,Yes,Yes,-,-,-,-,No,No,Yes,"3,374",588,251,,,,,,,,,,,,,,No,-,-,No,No,61,No,0,0,Yes,Yes,,,No,No,No,Yes,-,-,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Mint Motors,92,Yes,Automobile - Dealers,,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,1,Commercial,-,-,-,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,AutoRevo,"Google Analytics,Google Analytics 4 (GA4)",Yes,Yes,Yes,1042,4.8,No,-,-,-,0,0,0,20,-,Yes,Yes,No,313.468s,AutoRevo,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,24,Yes,86,0,Yes,"9Y, 7M",100,Yes,679,435,Yes,1,50,Yes,Yes,Yes,0,1,1,1,No,No,Yes,551,111,117,,,,,,,,,,,,,,No,-,-,No,No,61,No,0,0,Yes,Yes,,,No,No,No,Yes,-,-,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Roxbury Surgical Associates,92,Yes,"Hospitals, Clinics & Medical Centers",Surgical Centers,,,3,Commercial,$2.5M - $5M,-,-,B2C,-,No,WordPress.org,Google Analytics,Yes,Yes,-,-,-,No,-,-,11 to 50,0,0,0,50,-,Yes,No,No,20s,WordPress.org,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,104,Yes,86,13,Yes,"25Y, 3M",100,Yes,-,0,Yes,"7,025","7,431",Yes,Yes,Yes,-,-,-,-,No,No,Yes,"1,937","8,697","1,291",,,,,,,,,,,,,,No,-,-,No,No,45,Yes,$1K - $5K,13,No,No,,,No,No,No,Yes,-,-,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Total Shape,92,Yes,"Diet, Nutrition & Weight Management",Weight Loss & Control Programs,"Oct, Nov, Dec",$0.00k,1,Residential,-,-,-,B2C,"Fall, Halloween, Veterans Day, Xmas, Winter",No,"WordPress.org,Bolt","Google Analytics,Clicky",Yes,Yes,Yes,12,5,No,-,-,-,0,0,0,80,No,Yes,No,No,142s,"WordPress.org, Bolt",Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,191,Yes,90,18,Yes,"21Y, 7M",100,Yes,"4,182",0,Yes,-,-,Yes,Yes,Yes,-,-,-,-,No,No,Yes,347,"1,706",65,,,,,,,,,,,,,,No,-,-,No,No,51,Yes,<$1K,169.75,No,No,,,Yes,No,No,Yes,-,-,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,SynapseFI
Maxliving,92,Yes,Chiropractors,,,,108,Commercial,$500K - $1M,-,-,B2C,-,No,WordPress.org,Google Analytics,Yes,Yes,Yes,2,3,No,-,-,1 to 10,0,0,0,80,No,Yes,No,No,154.954s,WordPress.org,Medium,No,Not Detected,Gmail,Not Detected,Not Detected,43,Yes,90,17,Yes,"21Y, 10M",100,Yes,"117,147","1,553",Yes,"11,447","3,675",Yes,Yes,Yes,-,-,-,-,No,No,Yes,"1,886","6,778",453,,,,,,,,,,,,,,No,-,-,No,No,51,Yes,<$1K,0,-,No,,,Yes,No,No,Yes,70,$43,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,-,Shopify Plus,Not Detected,Not Detected
Trellis House Apartments,92,Yes,Real Estate - Apartments & Condominiums,Apartments Unfurnished,"Mar, Apr, May, Jun, Jul",$184.52k,1,Residential,-,-,-,B2C,"Spring, Memorial Day, Summer",No,WordPress.org,Google Analytics,Yes,Yes,Yes,124,4.5,No,-,-,-,0,0,0,80,No,Yes,Yes,No,348.03s,WordPress.org,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,11,Yes,95,-,Yes,-,94,Yes,22,5,Yes,-,-,Yes,Yes,No,-,-,-,-,-,-,Yes,545,"1,164",867,,,,,,,,,,,,,,No,-,-,No,No,41,Yes,<$1K,0,-,No,,,No,Yes,No,No,-,-,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,-,-,-,Not Detected,Not Detected
Lux Fine Lampshades,92,Yes,Furniture,Lamps Wholesale & Manufacturers,"Sep, Nov, Dec",$1681.89k,1,Residential,-,-,-,B2C,"Labour Day, Fall, Veterans Day, Xmas, Winter",No,,Google Analytics,Yes,Yes,Yes,5,4,No,-,-,-,0,0,0,80,No,Yes,Yes,No,238.345s,Not Detected,Medium,No,Not Detected,Outlook,Not Detected,Not Detected,127,Yes,90,-,Yes,-,94,Yes,94,0,Yes,-,-,Yes,Yes,No,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,,,,,,,,,No,-,-,No,No,41,Yes,<$1K,0,No,No,-,,Yes,Yes,No,Yes,566,$380,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,$1K - $5K,-,Not Detected,Not Detected
The Loomia,92,Yes,Housewares & Home Decor,Linens Retail,"Oct, Nov, Dec",$0.00k,1,Commercial,-,-,-,B2B & B2C,"Fall, Halloween, Veterans Day, Xmas, Winter",No,,Google Analytics,Yes,Yes,Yes,13,4.9,Yes,-,No,-,0,0,0,50,-,Yes,No,No,101.879s,Not Detected,Medium,No,Not Detected,Outlook,Not Detected,Not Detected,63,Yes,81,7,Yes,"8Y, 3M",100,Yes,"2,378",10,Yes,19,27,Yes,Yes,Yes,"1,859",22,"27,461",30,No,No,Yes,958,"113,086","2,507",-,-,-,-,-,,,,,,,,,No,-,-,No,No,51,Yes,<$1K,0,Yes,Yes,-,,Yes,No,No,Yes,191,$91,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,$5K - $20K,-,Not Detected,Not Detected
Crimson Vine Marketing,92,Yes,Advertising,Marketing Services,"Oct, Nov, Dec",$0.00k,1,Commercial,$1M - $2.5M,-,-,B2B,"Fall, Halloween, Veterans Day, Xmas, Winter",No,WordPress.org,Google Analytics,Yes,Yes,Yes,11,5,No,-,-,1 to 10,0,0,0,80,No,Yes,No,No,157.882s,WordPress.org,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,21,Yes,90,11,Yes,"6Y, 5M",94,Yes,-,0,Yes,15,49,Yes,Yes,No,-,-,-,-,-,-,Yes,155,305,697,,,,,,,,,,,,,,No,-,-,No,No,46,Yes,<$1K,0,Yes,No,,,No,No,No,Yes,13,-,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Clean Cut Tree & Landscape,92,Yes,Tree Service,,,,3,Residential,$1K - $500K,-,-,B2C,-,No,WordPress.org,Google Analytics,Yes,Yes,Yes,39,4.1,Yes,6,No,1 to 10,0,0,0,60,-,Yes,No,No,693s,WordPress.org,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,17,Yes,95,4,Yes,"19Y, 3M",94,Yes,-,-,Yes,58,40,Yes,Yes,No,-,-,-,-,-,-,Yes,492,330,222,,,,,,-,-,-,-,-,-,-,-,No,-,-,No,No,51,Yes,0,473.82,No,No,,No,No,No,No,Yes,-,-,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,-,No,-,-,Not Detected,Not Detected
Kt Tape,92,Yes,Physical Therapy & Rehabilitation,Physical Therapists,"Oct, Nov, Dec",$0.00k,3,Commercial,$10M - $25M,-,-,B2C,"Fall, Halloween, Veterans Day, Xmas, Winter",No,,Google Analytics,Yes,Yes,Yes,15,4.3,No,-,-,11 to 50,10,3.2,3,20,-,Yes,Yes,No,230.155s,Not Detected,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,92,Yes,90,35,Yes,"16Y, 8M",100,Yes,-,-,Yes,"15,656","30,520",Yes,Yes,Yes,"2,618",21,"1,446",10,No,No,Yes,30,28,5,,,,,,-,-,-,-,-,-,-,-,No,-,-,No,No,51,Yes,<$1K,100,Yes,No,,No,Yes,No,No,Yes,53,$37,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,$50K - $100K,Shopify Plus,Not Detected,Not Detected
Logicbus Inc.,92,Yes,Construction Supplies & Services,Industrial Equipment & Supplies Repairing & Service,,,1,Commercial,$5M - $10M,-,-,B2B,-,No,WordPress.org,"Google Analytics,Google Analytics 4 (GA4)",Yes,Yes,Yes,12,4.7,No,-,-,11 to 50,0,0,0,80,No,Yes,No,No,232.774s,WordPress.org,Medium,No,YouTube,Not Detected,Not Detected,Not Detected,131,Yes,90,-,Yes,-,94,Yes,"6,346",0,Yes,-,-,Yes,Yes,No,-,-,-,-,-,-,Yes,392,196,52,-,-,-,-,-,,,,,,,,,No,-,-,No,No,51,Yes,<$1K,0,No,No,-,,Yes,Yes,No,No,12058,-,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Urban Wick Candle Bar,92,Yes,Housewares & Home Decor,Candles Retail,"Oct, Nov, Dec",$0.00k,1,Commercial,$500K - $1M,-,-,B2B & B2C,"Fall, Halloween, Veterans Day, Xmas, Winter",No,,Google Analytics,Yes,Yes,Yes,226,4.8,Yes,-,No,1 to 10,0,0,0,80,No,Yes,No,No,155.109s,Not Detected,Medium,No,Vimeo,Not Detected,Not Detected,Not Detected,38,Yes,86,13,Yes,"5Y, 2M",100,Yes,"1,596","1,382",Yes,16,9,Yes,Yes,Yes,50,5,"3,659",17,No,No,Yes,564,"5,295","1,415",-,-,-,-,-,,,,,,,,,No,-,-,No,No,55,Yes,$1K - $5K,0,Yes,Yes,-,,Yes,Yes,No,Yes,99,$41,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,$1K - $5K,-,Not Detected,Not Detected
My Xo Adventures,92,Yes,Transportation Services,Sightseeing Tours,"Jan, Oct, Nov",$927.51k,1,Residential,-,-,-,B2B & B2C,"Winter, Fall, Halloween, Veterans Day",No,WordPress.org,Google Analytics,Yes,Yes,Yes,430,5,No,-,-,-,0,0,0,80,No,Yes,Yes,No,761.517s,WordPress.org,Medium,No,Not Detected,Gmail,Not Detected,Not Detected,31,Yes,90,11,Yes,"6Y, 6M",100,Yes,-,0,Yes,-,-,Yes,Yes,Yes,-,-,35,8,No,No,Yes,429,"1,132","1,525",,,,,,,,,,,,,,No,-,-,No,No,46,Yes,<$1K,0,Yes,No,,,No,Yes,No,Yes,116,-,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
"Ocean Marine Surveyors, Inc",92,Yes,Boat Services,Marine Surveyors,"Jan, Feb, Mar",$3367.00k,5,Commercial,-,-,-,B2C,"Winter, Valentine, Spring",No,WordPress.org,Google Analytics,Yes,Yes,Yes,264,5,No,-,-,-,-,-,-,80,No,Yes,No,No,330.924s,WordPress.org,Medium,No,YouTube,Outlook,Not Detected,Not Detected,57,Yes,90,-,Yes,-,100,Yes,-,-,Yes,42,646,Yes,Yes,Yes,-,-,4,1,No,No,Yes,134,114,180,,,,,,,,,,,,,,No,-,-,No,No,41,Yes,<$1K,0,No,-,,,Yes,Yes,No,Yes,-,-,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,-,-,-,-,Not Detected,Not Detected
Dch Ford Of Thousand Oaks,92,Yes,Automobile - Dealers,,"Mar, Apr, May, Sep, Oct, Nov",$38979.62k,1,Commercial,$5M - $10M,-,-,B2C,"Spring, Memorial Day, Labour Day, Fall, Halloween, Veterans Day",No,,Google Analytics,Yes,Yes,Yes,1189,4.2,Yes,-,No,11 to 50,0,0,0,80,No,Yes,Yes,No,1022.303s,Not Detected,Medium,Yes,Not Detected,Not Detected,Not Detected,Not Detected,72,Yes,95,19,Yes,"8Y, 11M",94,Yes,-,0,Yes,-,-,Yes,Yes,No,-,-,-,-,-,-,Yes,14,80,11,,,,,,,,,,,,,,No,-,-,No,No,51,Yes,<$1K,0,Yes,Yes,,,Yes,No,No,Yes,-,-,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,-,-,Not Detected,Not Detected
San Antonio Zoo,92,Yes,Museums & Zoological Gardens,Zoological Gardens,Oct,$0.00k,1,Commercial,$25M - $50M,-,-,B2C,"Fall, Halloween",No,WordPress.org,"Google Analytics,Google Analytics 4 (GA4)",Yes,Yes,Yes,23539,4.5,Yes,15,No,501 to 1000,-,-,8,80,No,Yes,No,No,170.368s,WordPress.org,Medium,No,Vimeo,Outlook,Not Detected,Not Detected,70,Yes,86,0,Yes,"12Y, 11M",100,Yes,"478,600","725,473",Yes,"27,562","16,175",Yes,Yes,Yes,20,37,23,5,No,No,Yes,"9,765","1,061,021","1,510",,,,,,,,,,,,,,No,-,-,No,No,46,Yes,<$1K,1,No,Yes,,,No,Yes,No,No,-,-,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,-,-,Not Detected,SynapseFI
Marcus & Mack,92,Yes,Law - Personal Injury & Property Damage,Attorneys Accident Personal Injury & Property Damage Law,"Jan, Apr, Oct, Nov, Dec",$722.77k,6,Residential,$10M - $25M,-,-,B2C,"Winter, Spring, Fall, Halloween, Veterans Day, Xmas",No,WordPress.org,Google Analytics,Yes,Yes,Yes,48,4.9,Yes,-,No,-,0,0,0,50,-,Yes,No,No,14s,WordPress.org,Medium,No,YouTube,Not Detected,Not Detected,Not Detected,50,Yes,90,26,Yes,"26Y, 5M",100,Yes,"1,100",1,Yes,"1,694","1,412",Yes,Yes,Yes,2,5,39,5,No,No,Yes,832,341,442,,,,,,-,-,-,-,-,-,-,-,No,-,-,No,No,55,Yes,$20K - $50K,0,No,No,,No,No,No,No,Yes,-,-,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Benjamin Franklin Plumbing Tyler,92,Yes,Contractors - Plumbers & Plumbing,Plumbing Contractors,"Apr, Jul",$889.20k,1,Residential,$500K - $1M,-,-,B2B & B2C,"Spring, Summer",No,WordPress.org,"Google Analytics,Google Analytics 4 (GA4)",Yes,Yes,Yes,412,4.8,Yes,-,No,1 to 10,-,-,4,20,-,Yes,No,No,0s,WordPress.org,Medium,No,YouTube,Not Detected,Not Detected,Not Detected,37,Yes,95,6,Yes,"14Y, 0M",100,Yes,649,119,Yes,3,1,Yes,Yes,Yes,2,5,4,1,No,No,Yes,0,2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,No,-,-,No,No,46,No,0,0,Yes,No,-,No,Yes,Yes,No,Yes,-,-,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Butler Law Firm,92,Yes,Law - Personal Injury & Property Damage,Attorneys Accident Personal Injury & Property Damage Law,"Jan, Apr, Oct, Nov, Dec",$722.77k,3,Commercial,-,-,-,B2C,"Winter, Spring, Fall, Halloween, Veterans Day, Xmas",No,WordPress.org,Google Analytics,Yes,Yes,Yes,366,5,Yes,1,No,-,0,0,0,60,No,Yes,No,No,83.192s,WordPress.org,Medium,No,"YouTube, Vimeo",Not Detected,Not Detected,Not Detected,77,Yes,86,17,Yes,"14Y, 5M",100,Yes,"1,063",112,Yes,437,542,Yes,Yes,Yes,-,-,-,-,No,No,Yes,-,-,-,,,,,,-,-,-,-,-,-,-,-,No,-,-,No,No,46,Yes,<$1K,168.89,Yes,No,,No,No,No,No,Yes,-,-,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Lcs Janitorial Services,92,Yes,Cleaning Services & Supplies,Janitors Service,,,2,Residential,-,-,-,B2B & B2C,-,No,WordPress.org,"Google Analytics,Google Analytics 4 (GA4)",Yes,Yes,Yes,7,4.1,Yes,1,-,-,0,0,0,80,No,Yes,Yes,No,3096.373s,WordPress.org,Medium,No,YouTube,Gmail,Not Detected,Not Detected,30,Yes,86,10,Yes,"12Y, 1M",100,Yes,"1,304",268,Yes,970,"1,570",Yes,Yes,Yes,-,-,411,31,No,No,Yes,424,445,"1,278",-,-,-,-,-,-,-,-,-,-,-,-,-,No,-,-,No,No,46,Yes,<$1K,0,No,No,-,No,Yes,No,No,Yes,-,-,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,-,-,Not Detected,Not Detected
Paragon Property Inspections Llc.,92,Yes,Real Estate - Brokers & Agents,Real Estate Home Inspection,"Oct, Nov, Dec",$58122.64k,1,Residential,-,-,-,B2B & B2C,"Fall, Halloween, Veterans Day, Xmas, Winter",No,WordPress.org,Google Analytics,Yes,Yes,Yes,91,5,Yes,1,-,-,0,0,0,80,No,Yes,Yes,No,703.404s,WordPress.org,Medium,No,Not Detected,Gmail,Not Detected,Not Detected,35,Yes,95,-,Yes,-,94,Yes,-,-,Yes,6,23,Yes,Yes,No,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,-,-,No,No,46,Yes,<$1K,72.58,No,-,-,No,Yes,No,No,Yes,-,-,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,-,-,-,-,Not Detected,Not Detected
The Great Oak Steakhouse,92,Yes,Restaurants,Restaurants Steak Houses,"Apr, May, Jul, Dec",$909.99k,9,Commercial,$500M - $1B,-,-,B2C,"Spring, Memorial Day, Summer, Xmas, Winter",No,,Google Analytics,Yes,Yes,Yes,340,4.3,Yes,-,No,1001+,385,3.7,21,80,No,Yes,Yes,No,577.079s,Not Detected,Medium,No,Not Detected,Mimecast,Not Detected,Not Detected,75,Yes,95,9,Yes,"29Y, 2M",100,Yes,"584,848","725,580",Yes,"15,244","11,970",Yes,Yes,Yes,280,39,586,19,No,No,Yes,"3,992","65,895","1,704",,,,,,,,,,,,,,No,-,-,No,No,51,Yes,<$1K,1,No,Yes,,,No,Yes,No,No,-,-,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,-,-,Not Detected,Not Detected
Zhumas Construction,92,Yes,Contractors - Roofing,,"Apr, May, Jun, Jul, Aug",$467.05k,1,Residential,$2.5M - $5M,-,-,B2C,"Spring, Memorial Day, Summer",No,WordPress.org,Google Analytics,Yes,Yes,Yes,127,4.5,Yes,2,No,11 to 50,-,-,-,80,No,Yes,No,No,2941.795s,WordPress.org,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,55,Yes,90,13,Yes,"4Y, 4M",94,Yes,343,8,Yes,-,-,Yes,Yes,No,-,-,-,-,-,-,Yes,-,-,-,2019,Yes,-,Array,3,-,-,-,-,-,-,-,-,No,-,-,No,No,60,Yes,$5K - $20K,10,Yes,No,Yes,No,Yes,No,No,Yes,-,-,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,-,-,Not Detected,Not Detected
Christy Wood Real Estate,92,Yes,Real Estate - Brokers & Agents,,"Oct, Nov, Dec",$58122.64k,1,Commercial,$500M - $1B,-,-,B2B & B2C,"Fall, Halloween, Veterans Day, Xmas, Winter",No,"Bolt,Orchard CMS","Google Analytics 4 (GA4),Google Analytics",Yes,Yes,Yes,33,4.1,No,-,-,1001+,-,-,-,80,No,Yes,No,No,209.115s,"Bolt, Orchard CMS",Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,436,Yes,90,-,Yes,-,100,Yes,100,0,Yes,"2,393","3,396",Yes,Yes,Yes,-,-,51,12,Yes,No,Yes,160,"1,142",210,-,-,-,-,-,,,,,,,,,No,-,-,No,No,51,Yes,<$1K,0,No,No,-,,No,No,No,Yes,-,-,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,-,-,-,Not Detected,Not Detected
Evinex,92,Yes,Employment Agencies,Recruiters,"Oct, Nov, Dec",$0.00k,1,-,$2.5M - $5M,-,-,B2B,"Fall, Halloween, Veterans Day, Xmas, Winter",No,WordPress.org,Google Analytics,Yes,Yes,Yes,6,5,No,-,-,11 to 50,0,0,0,80,No,Yes,No,No,479.423s,WordPress.org,Medium,No,Not Detected,Gmail,Not Detected,Not Detected,20,Yes,90,16,Yes,"12Y, 3M",100,Yes,"1,289",0,Yes,"4,561","4,855",Yes,Yes,Yes,1,7,5,1,No,No,Yes,367,554,191,,,,,,,,,,,,,,No,-,-,No,No,55,Yes,$5K - $20K,87,Yes,No,,,Yes,No,No,No,-,-,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Jennifer Mack Properties,92,Yes,Real Estate - Brokers & Agents,,"Oct, Nov, Dec",$58122.64k,1,Commercial,-,-,-,B2B & B2C,"Fall, Halloween, Veterans Day, Xmas, Winter",No,,Google Analytics,Yes,Yes,Yes,112,5,Yes,13,No,-,0,0,0,80,No,Yes,Yes,No,676.064s,Not Detected,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,87,Yes,90,9,Yes,"6Y, 9M",100,Yes,773,393,Yes,706,"2,563",Yes,Yes,Yes,-,-,-,-,No,No,Yes,"1,232","1,446","2,447",-,-,-,-,-,,,,,,,,,No,-,-,No,No,46,Yes,<$1K,0,No,No,-,,No,No,No,No,-,-,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
Caliber Car Wash,92,Yes,Automobile - Wash & Detailing,Car Washing & Detailing,"Jan, Feb, Mar",$678.64k,33,Commercial,-,-,-,B2C,"Winter, Valentine, Spring",No,WordPress.org,Google Analytics,Yes,Yes,Yes,1817,4.8,Yes,1,-,201 to 500,0,0,0,80,No,Yes,No,No,678.833s,WordPress.org,Medium,No,Not Detected,Not Detected,Not Detected,Not Detected,24,Yes,90,14,Yes,"6Y, 9M",94,Yes,"5,758",625,Yes,115,665,Yes,Yes,No,-,-,-,-,-,-,Yes,225,"1,794",308,,,,,,,,,,,,,,No,-,-,No,No,46,Yes,<$1K,0,-,Yes,,,No,No,No,Yes,-,-,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,-,-,Not Detected,Not Detected
